Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%),Manifold Absolute Pressure (2-byte)** (bar absolute),Manifold Absolute Pressure (4-byte)* (psi absolute),Manifold Relative Pressure (4-byte)* (psi relative),Manifold Relative Sea Level Pressure (2-byte)** (bar relative sea level),Map Ratio (Primary)* (multiplier)
16825,14.36,61.18,17.67,8,1.15,4398,0.00,0.00,0.8180,6.66,1.0000,22.27,24.00,12,11,0,2,2,4,3.50,14.51,-7.25,89.92,3.04,58.82,58.04,58.343,319.64,16.73,44.71,15,0.122,1.001,14.52,-0.95,-0.012,1.000
17004,14.01,69.02,17.63,10,1.22,4529,0.00,0.00,0.8530,6.66,1.0000,20.91,23.50,11,10,0,2,2,4,4.00,14.51,-7.25,95.29,3.10,58.04,57.25,57.310,326.52,16.62,49.80,15,0.366,1.001,14.52,-0.95,-0.012,1.000
17183,13.78,72.94,17.26,10,1.27,4742,0.00,0.00,0.8310,7.42,1.0000,20.29,23.50,9,9,0,2,2,4,4.50,14.51,-7.25,101.28,3.14,57.25,56.47,56.449,310.17,16.32,54.90,15,-0.610,1.001,14.52,-0.95,-0.012,1.000
17362,12.63,43.14,16.86,10,1.25,4937,0.00,0.00,0.8165,7.68,1.0000,23.38,24.50,7,8,0,2,2,4,3.00,14.51,-7.25,85.44,2.98,56.08,55.69,55.478,155.68,15.91,43.14,15,-0.732,1.001,14.52,-0.95,-0.012,1.000
17540,11.25,1.18,6.94,10,0.99,4864,0.00,0.00,0.8215,7.17,1.0000,35.06,34.00,6,5,0,2,2,4,0.00,14.51,-7.25,24.21,2.08,55.29,54.90,54.981,0.00,5.99,27.84,15,-0.366,1.001,14.52,-0.95,-0.012,1.000
17719,11.14,0.00,7.32,10,0.37,4662,0.00,0.00,0.8037,0.00,1.0000,34.24,15.50,2,4,0,2,2,4,0.00,14.51,-7.25,15.56,1.78,54.90,0.00,55.845,0.00,6.37,11.76,15,-0.122,1.001,14.52,-0.95,-0.012,1.000
17897,11.60,0.00,7.52,10,0.22,4390,0.00,0.00,0.8130,0.00,1.0000,27.97,9.00,2,2,0,2,2,4,0.00,14.51,-7.25,14.11,1.72,56.08,0.00,57.074,0.00,6.56,11.37,15,0.000,1.001,14.52,-0.95,-0.012,1.000
18076,13.09,0.00,7.68,10,0.20,4161,0.00,0.00,0.8050,0.00,1.0000,23.95,4.00,2,3,0,2,2,4,0.00,14.51,-7.25,13.58,1.72,57.25,0.00,58.205,0.00,6.73,11.37,15,0.000,1.001,14.52,-0.95,-0.012,1.000
18256,15.50,0.00,7.68,10,0.20,3889,0.00,0.00,0.8067,0.00,1.0000,23.95,4.00,2,2,0,2,2,4,0.00,14.51,-7.25,12.15,1.66,58.43,0.00,59.567,0.00,6.73,10.59,15,0.000,1.001,14.52,-0.95,-0.012,1.000
18434,20.33,0.00,7.68,10,0.19,3564,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,1,2,0,2,2,4,0.00,14.51,-7.25,11.28,1.62,60.00,0.00,61.056,0.00,6.73,10.20,15,0.000,1.001,14.52,-0.95,-0.012,1.000
18613,20.33,0.00,4.46,10,0.19,3193,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,1,2,0,2,2,4,0.00,14.51,-7.25,10.34,1.58,61.57,0.00,63.223,0.00,3.52,9.41,15,0.000,1.001,14.52,-0.95,-0.012,1.000
18793,20.33,0.00,0.43,10,0.20,2885,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.51,-7.25,10.01,1.56,63.92,0.00,63.938,0.00,-0.52,9.02,15,0.000,1.001,14.52,-0.95,-0.012,1.000
18971,20.33,0.00,-1.08,10,0.20,2850,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,8.43,1.48,63.92,0.00,63.938,0.00,-2.03,8.24,15,0.000,1.001,14.52,-0.95,-0.012,1.000
19150,20.33,0.00,-0.20,10,0.18,2931,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,8.16,1.48,63.92,0.00,63.938,0.00,-1.15,7.06,15,0.000,1.001,14.52,-0.95,-0.012,1.000
19329,20.33,0.00,-0.25,10,0.17,2919,0.00,0.00,0.8090,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,8.07,1.46,63.92,0.00,63.938,0.00,-1.20,7.06,15,0.000,1.001,14.52,-0.95,-0.012,1.000
19509,20.33,0.00,-0.36,10,0.16,2887,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.51,-7.25,7.94,1.46,63.92,0.00,63.938,0.00,-1.31,7.06,15,0.000,1.001,14.52,-0.95,-0.012,1.000
19687,20.33,0.00,-1.36,10,0.17,2848,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.51,-7.25,8.03,1.46,63.92,0.00,63.938,0.00,-2.31,7.06,15,0.000,1.001,14.52,-0.95,-0.012,1.000
19866,20.33,0.00,-1.80,10,0.17,2752,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.51,-7.25,8.03,1.46,63.92,0.00,63.938,0.00,-2.74,7.06,15,0.000,1.001,14.52,-0.95,-0.012,1.000
20046,20.33,0.00,-1.38,10,0.17,2698,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,7.99,1.46,63.92,0.00,62.663,0.00,-2.33,7.06,15,0.000,1.001,14.52,-0.95,-0.012,1.000
20223,20.33,0.00,-1.16,10,0.18,2630,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,7.47,1.44,62.35,0.00,61.431,0.00,-2.10,6.67,15,-0.122,1.001,14.52,-0.95,-0.012,1.000
20402,20.33,0.00,-0.60,10,0.17,2574,0.00,0.00,0.8057,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.51,-7.25,7.21,1.42,61.57,0.00,60.107,0.00,-1.55,6.67,15,0.000,1.001,14.52,-0.95,-0.012,1.000
20581,20.33,0.00,-0.49,10,0.17,2484,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,7.12,1.42,59.61,0.00,59.138,0.00,-1.44,6.27,15,0.000,1.001,14.52,-0.95,-0.012,1.000
20760,20.33,0.00,-0.09,10,0.17,2431,0.00,0.00,0.8310,0.00,1.0000,23.95,24.00,2,1,0,2,2,4,0.00,14.51,-7.25,6.79,1.40,59.22,0.00,58.129,0.00,-1.03,6.27,15,0.000,1.001,14.52,-0.95,-0.012,0.928
20939,20.33,0.00,-1.35,10,0.17,2349,0.00,0.00,0.8000,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,6.75,1.40,57.65,0.00,56.689,0.00,-2.29,5.88,15,0.000,1.001,14.52,-0.95,-0.012,0.744
21119,20.33,0.00,-3.66,10,0.17,2256,0.00,0.00,0.8095,0.00,1.0000,23.90,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,6.48,1.38,55.29,0.00,53.879,0.00,-4.61,5.88,15,-0.122,1.001,14.52,-0.95,-0.012,0.568
21297,20.33,0.00,-7.01,10,0.17,2133,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,6.17,1.36,53.33,0.00,51.074,0.00,-7.34,5.88,15,0.000,1.001,14.52,-0.95,-0.012,0.392
21476,20.33,0.00,-9.94,10,0.17,2030,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,5.92,1.34,50.59,0.00,48.028,0.00,-10.89,5.49,15,0.000,1.001,14.52,-0.95,-0.012,0.208
21656,20.33,0.00,-11.83,10,0.17,1920,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,5.67,1.32,47.84,0.00,45.313,0.00,-12.78,5.49,15,0.000,1.001,14.52,-0.95,-0.012,0.032
21834,20.33,0.00,-11.83,10,0.17,1827,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,1,1,0,2,2,4,0.00,14.51,-7.25,5.53,1.32,41.96,0.00,33.589,0.00,-12.78,5.10,15,0.000,1.001,14.52,-0.95,-0.012,0.000
22013,20.33,0.00,-11.83,10,0.18,1712,0.00,0.00,0.8040,0.00,1.0000,22.61,23.00,1,1,0,2,2,4,0.00,14.51,-7.25,5.36,1.30,28.63,0.00,19.498,0.00,-12.78,5.10,15,0.000,1.001,14.52,-0.95,-0.012,0.000
22192,20.33,0.00,-11.83,10,0.18,1612,0.00,0.00,0.8410,0.00,1.0000,20.72,21.00,1,1,0,2,2,4,0.00,14.51,-7.25,5.19,1.28,15.29,0.00,8.793,0.00,-12.78,4.71,15,0.000,1.001,14.52,-0.95,-0.012,0.000
22371,20.33,0.00,-11.83,10,0.19,1521,0.00,0.00,0.8050,0.00,1.0000,19.53,19.50,1,1,0,2,2,4,0.00,14.51,-7.25,5.03,1.26,4.31,0.00,0.000,0.00,-12.78,4.71,15,0.000,1.001,14.52,-0.95,-0.012,0.000
22550,20.33,0.00,-11.83,10,0.19,1361,0.00,0.00,0.8157,0.00,1.0000,17.10,18.00,1,1,0,2,2,4,0.00,14.51,-7.25,4.58,1.24,0.00,0.00,0.000,0.00,-12.78,4.31,15,0.000,1.001,14.52,-0.95,-0.012,0.000
22730,20.33,0.00,-11.83,10,0.20,1176,0.00,0.00,0.8060,0.00,1.0000,12.73,13.00,1,1,0,2,2,4,0.00,14.51,-7.25,3.79,1.18,0.00,0.00,0.000,0.00,-12.78,3.53,15,0.000,1.001,14.52,-0.95,-0.012,0.000
22908,20.33,0.00,-11.83,10,0.20,1014,0.00,0.00,0.8020,0.00,1.0000,11.99,12.00,1,1,0,2,2,4,0.00,14.51,-7.25,2.84,1.10,0.00,0.00,0.000,0.00,-12.78,2.35,15,0.000,1.001,14.52,-0.95,-0.012,0.000
23087,20.33,0.00,-11.83,10,0.19,1022,0.00,0.00,0.8027,1.79,1.0000,12.29,12.00,1,1,0,2,2,4,0.00,14.51,-7.25,2.76,1.10,0.00,0.00,0.000,0.00,-12.78,2.35,15,0.000,1.001,14.52,-0.95,-0.012,0.000
23265,20.33,0.00,-11.83,10,0.18,1039,0.00,0.00,0.8450,1.79,1.0000,11.99,12.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.76,1.08,0.00,0.00,0.000,0.00,-12.78,2.35,15,0.000,1.001,14.52,-0.95,-0.012,0.000
23445,20.33,0.00,-11.82,10,0.17,1008,0.00,0.00,0.8090,1.79,1.0000,11.99,12.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.34,1.04,0.00,0.00,0.000,0.00,-12.78,1.57,15,0.000,1.001,14.52,-0.96,-0.012,0.000
23623,20.33,0.00,-11.83,10,0.16,959,0.00,0.00,0.8105,1.79,1.0000,11.91,12.00,1,0,0,2,2,4,0.00,14.51,-7.25,2.59,1.08,0.00,0.00,0.000,0.00,-12.78,1.57,15,0.000,1.001,14.52,-0.95,-0.012,0.000
23803,19.06,0.00,-11.83,10,0.17,899,0.00,0.00,0.8060,1.79,1.0000,11.99,16.00,1,1,0,2,2,4,0.00,14.51,-7.25,2.81,1.10,0.00,0.00,0.000,0.00,-12.78,2.75,15,0.000,1.001,14.52,-0.95,-0.012,0.000
23981,16.77,0.00,-11.83,10,0.18,865,0.00,0.00,0.8060,1.79,1.0000,11.99,16.00,1,0,0,2,2,4,0.00,14.51,-7.25,2.64,1.08,0.00,0.00,0.000,0.00,-12.78,2.35,15,0.000,1.001,14.52,-0.95,-0.012,0.000
24160,16.42,0.00,-11.83,10,0.18,854,0.00,0.00,0.8060,1.79,1.0000,11.99,16.00,1,0,0,2,2,4,0.00,14.51,-7.25,2.49,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
24339,16.54,0.00,-11.83,10,0.18,846,0.00,0.00,0.8080,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.47,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.000,14.52,-0.95,-0.013,0.000
24518,16.77,0.00,-11.83,10,0.18,858,0.00,0.00,0.8080,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.52,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
24697,16.65,0.00,-11.83,10,0.18,845,0.00,0.00,0.8100,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.42,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
24876,16.42,0.00,-11.83,10,0.18,858,0.00,0.00,0.8080,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.42,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
25055,16.42,0.00,-11.83,10,0.18,849,0.00,0.00,0.8067,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.42,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
25234,16.31,0.00,-11.83,10,0.18,840,0.00,0.00,0.8080,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.40,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
25413,16.31,0.00,-11.83,10,0.18,829,0.00,0.00,0.8105,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.38,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
25592,16.42,0.00,-11.83,10,0.18,830,0.00,0.00,0.8060,1.79,1.0000,11.99,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.40,1.06,0.00,0.00,0.000,0.00,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
25771,16.65,0.00,-11.83,10,0.18,878,0.00,0.00,0.8017,1.79,1.0000,10.94,16.00,0,0,0,2,2,4,0.00,14.51,-7.25,2.38,1.06,0.00,0.00,0.000,25.10,-12.78,1.96,15,0.000,1.001,14.52,-0.95,-0.012,0.000
25950,16.65,3.53,-11.83,10,0.18,876,0.00,0.00,0.8080,1.79,1.0000,11.22,11.00,0,0,0,2,2,4,0.00,14.51,-7.25,3.64,1.18,0.00,0.00,0.000,11.88,-12.78,3.53,15,0.000,1.001,14.52,-0.95,-0.012,0.000
26129,16.77,2.75,-11.83,10,0.21,862,0.00,0.00,0.8060,1.79,1.0000,10.79,11.00,0,0,0,2,2,4,0.00,14.51,-7.25,3.64,1.20,0.00,0.00,0.000,56.66,-12.78,3.53,15,0.000,1.001,14.52,-0.95,-0.012,0.000
26307,16.88,11.76,-11.62,8,0.24,858,0.00,0.00,0.8060,1.79,1.0000,15.35,13.50,0,0,0,2,2,4,0.00,14.51,-7.25,11.90,1.86,0.00,0.00,0.000,134.04,-12.57,7.45,10,0.732,1.001,14.52,-0.95,-0.012,0.000
26486,17.11,15.69,-11.77,8,0.53,849,0.00,0.00,0.8080,2.82,1.0000,15.50,21.00,0,0,0,2,2,4,5.00,14.51,-7.25,24.31,1.92,0.00,0.00,0.000,158.54,-12.72,19.22,10,0.610,1.001,14.52,-0.95,-0.012,0.000
26675,18.26,20.78,-9.09,8,0.94,1232,0.00,0.00,0.8037,5.63,1.0000,13.03,17.00,0,0,0,2,2,4,4.50,14.51,-7.25,17.20,1.86,0.00,0.00,0.000,151.82,-10.04,26.27,10,-0.366,1.001,14.52,-0.95,-0.012,0.000
26844,18.60,10.98,-11.83,8,0.89,1016,0.00,0.00,0.8090,6.40,1.0000,14.26,16.50,0,1,0,2,2,4,3.50,14.51,-7.25,7.94,1.46,0.00,0.00,0.000,61.39,-12.78,13.33,10,-1.465,1.001,14.52,-0.95,-0.012,0.000
27023,14.47,9.41,-11.83,8,0.73,1230,0.00,0.00,0.8130,5.12,1.0000,21.79,22.00,1,1,0,2,2,4,1.00,14.51,-7.25,8.64,1.48,0.00,0.00,0.000,114.08,-12.78,6.67,10,0.000,1.001,14.52,-0.95,-0.012,0.000
27202,12.52,16.08,-9.14,8,0.59,1241,0.00,0.00,0.8050,4.10,1.0000,23.50,24.50,0,0,0,2,2,4,2.50,14.51,-7.25,22.89,2.00,0.00,0.00,0.000,151.81,-10.09,14.12,11,1.221,1.001,14.52,-0.95,-0.012,0.000
27381,11.14,16.47,-8.32,8,0.81,1373,0.00,0.00,0.8050,4.35,1.0000,17.63,20.00,1,1,0,2,2,4,3.50,14.51,-7.25,21.42,1.96,0.00,0.00,0.000,164.86,-9.27,18.43,11,0.122,1.001,14.52,-0.95,-0.012,0.000
27560,12.75,18.43,-7.67,8,0.86,1482,0.00,0.00,0.8060,4.61,1.0000,18.07,20.50,0,1,0,2,2,4,3.50,14.51,-7.25,22.06,1.98,0.00,0.00,0.000,167.80,-8.66,21.18,11,-0.122,1.001,14.52,-0.95,-0.012,0.000
27739,14.59,20.78,-4.94,8,0.87,1634,0.00,0.00,0.8050,4.86,1.0000,19.33,21.00,0,1,0,2,2,4,3.00,14.51,-7.25,28.78,2.12,0.00,0.00,0.000,211.13,-5.89,21.18,12,0.854,1.001,14.52,-0.95,-0.012,0.000
27917,15.39,25.10,-3.72,8,0.93,1726,0.00,0.00,0.8080,5.38,1.0000,20.33,22.50,0,1,0,2,2,4,3.00,14.51,-7.25,29.22,2.14,0.00,9.80,11.056,219.96,-4.67,31.76,13,-0.122,1.001,14.52,-0.95,-0.012,0.184
28097,15.16,26.67,-2.40,8,0.96,1935,0.00,0.00,0.8130,5.63,1.0000,22.91,24.50,0,1,0,2,2,4,3.00,14.51,-7.25,30.80,2.18,15.29,22.75,25.514,238.29,-3.35,32.55,13,0.244,1.001,14.52,-0.95,-0.012,0.368
28276,14.81,32.55,-1.43,8,0.95,2070,0.00,0.00,0.8180,5.63,1.0000,24.64,26.50,0,1,0,2,2,4,3.00,14.51,-7.25,33.43,2.22,35.29,41.57,46.815,247.63,-2.38,36.47,13,0.244,1.001,14.52,-0.95,-0.012,0.544
28455,13.90,30.20,-0.19,8,0.95,2236,0.00,0.00,0.8200,5.63,1.0000,25.88,27.50,3,2,0,2,2,4,2.50,14.51,-7.25,37.00,2.30,47.45,45.10,51.201,258.38,-1.14,34.12,13,-0.366,1.001,14.52,-0.95,-0.012,0.720
28634,14.24,32.55,1.07,8,0.96,2368,0.00,0.00,0.8135,5.38,1.0000,25.70,27.50,8,5,0,2,2,4,2.50,14.51,-7.25,39.35,2.36,51.37,48.24,53.388,263.76,0.12,30.98,13,0.000,1.001,14.52,-0.95,-0.012,0.904
28813,14.81,34.51,4.00,8,0.98,2582,0.00,0.00,0.8430,5.38,1.0000,25.58,27.50,11,7,0,2,2,4,3.00,14.51,-7.25,41.20,2.42,54.90,50.59,57.839,274.88,3.06,29.80,13,0.244,1.001,14.52,-0.95,-0.012,1.000
28992,14.59,36.08,6.33,8,1.00,2742,0.00,0.00,0.8225,5.63,1.0000,25.10,27.00,14,10,0,2,2,4,3.00,14.51,-7.25,44.14,2.48,59.22,53.33,60.625,281.76,5.38,30.59,13,0.000,1.001,14.52,-0.95,-0.012,1.000
29171,14.36,37.65,9.19,8,1.01,2884,0.00,0.00,0.8260,5.63,1.0000,24.37,26.50,18,12,0,2,2,4,2.50,14.51,-7.25,49.49,2.54,61.96,63.92,63.938,291.86,8.24,30.98,13,0.000,1.003,14.52,-0.95,-0.011,1.000
29349,14.13,40.39,10.80,8,1.02,3073,0.00,0.00,0.8230,5.63,1.0000,24.13,25.50,22,15,0,2,2,4,2.00,14.51,-7.25,52.34,2.54,63.92,63.92,63.938,299.88,9.84,32.55,13,0.122,1.001,14.52,-0.95,-0.012,1.000
29528,14.47,45.10,13.64,8,1.02,3218,0.00,0.00,0.8080,5.63,1.0000,23.10,24.50,25,19,0,2,2,4,2.00,14.51,-7.25,55.88,2.62,63.92,63.92,63.938,303.42,12.69,34.51,13,0.122,1.001,14.52,-0.95,-0.012,1.000
29707,14.70,47.45,15.75,8,1.03,3394,0.00,0.00,0.8265,5.89,1.0000,22.67,24.00,24,24,0,2,2,4,2.00,14.51,-7.25,60.56,2.68,63.92,63.53,63.469,308.19,14.80,36.86,13,0.000,1.001,14.52,-0.95,-0.012,1.000
29886,14.93,52.94,17.48,8,1.06,3600,0.00,0.00,0.8150,6.14,1.0000,21.37,23.50,22,25,0,2,2,4,2.50,14.51,-7.25,65.84,2.74,63.14,62.35,62.439,311.37,16.53,42.35,623,0.488,1.001,14.52,-0.95,-0.012,1.000
30065,14.93,54.90,17.67,8,1.09,3763,0.00,0.00,0.8245,6.40,1.0000,21.40,23.00,19,23,0,2,2,4,2.50,14.51,-7.25,69.19,2.82,61.96,61.57,61.507,314.50,16.73,44.71,623,0.000,1.001,14.52,-0.95,-0.012,1.000
30244,14.36,60.00,17.67,8,1.09,3926,0.00,0.00,0.8530,6.40,1.0000,23.06,25.00,17,20,0,2,2,4,2.00,14.51,-7.25,72.84,2.84,61.18,60.39,60.286,315.34,16.73,45.10,623,0.000,1.001,14.52,-0.95,-0.012,1.000
30423,14.13,60.39,17.67,8,1.10,4118,0.00,0.00,0.8305,6.14,1.0000,24.00,25.50,15,15,0,2,2,4,2.50,14.51,-7.25,76.93,2.92,60.39,60.00,59.884,319.31,16.73,43.14,623,0.122,1.001,14.52,-0.95,-0.012,1.000
30602,14.59,67.45,17.67,8,1.14,4350,0.00,0.00,0.8350,6.40,1.0000,22.16,24.50,13,11,0,2,2,4,3.50,14.51,-7.25,88.19,3.04,59.61,58.82,58.724,320.62,16.73,47.84,681,0.244,1.001,14.52,-0.95,-0.012,1.000
30781,14.47,68.24,17.52,10,1.21,4540,0.00,0.00,0.8125,6.66,1.0000,21.15,24.50,11,10,0,2,2,4,4.00,14.51,-7.25,97.11,3.10,58.04,57.65,57.773,321.42,16.57,49.80,681,0.122,1.001,14.52,-0.95,-0.012,1.000
30959,13.78,73.73,17.23,10,1.26,4734,0.00,0.00,0.8325,7.17,1.0000,20.28,24.50,9,8,0,2,2,4,5.00,14.51,-7.25,103.05,3.18,57.25,56.47,56.279,326.79,16.28,52.55,681,0.610,1.001,14.52,-0.95,-0.012,1.000
31138,12.86,76.47,17.05,10,1.31,5011,0.00,0.00,0.8415,7.94,1.0000,21.09,25.00,7,7,0,2,2,4,5.00,14.51,-7.25,116.26,3.30,56.08,55.29,55.122,330.92,16.09,57.65,797,0.488,1.001,14.52,-0.95,-0.012,1.000
31318,11.94,83.53,16.73,10,1.40,5256,0.00,0.00,0.8340,8.45,1.0000,21.92,26.50,6,5,0,2,2,4,5.50,14.51,-7.25,128.87,3.38,55.29,54.12,54.117,330.07,15.79,86.67,958,2.930,1.001,14.52,-0.95,-0.012,1.000
31497,11.25,84.71,16.42,10,1.47,5503,0.00,0.00,0.8755,9.22,1.0000,20.99,26.50,5,5,0,2,2,4,5.00,14.51,-7.25,141.90,3.48,53.73,52.94,53.087,320.08,15.47,100.00,713,0.244,1.001,14.52,-0.95,-0.012,1.000
31676,11.14,87.45,16.00,10,1.57,5784,0.00,0.00,0.8133,9.98,1.0000,18.39,23.00,3,4,0,2,2,4,4.50,14.51,-7.25,161.34,3.62,52.55,51.37,51.426,323.79,15.05,100.00,946,0.122,1.001,14.52,-0.95,-0.012,1.000
31856,11.14,92.94,15.65,10,1.69,6002,0.00,0.00,0.8295,10.75,1.0000,15.98,20.50,3,3,0,2,2,4,5.00,14.51,-7.25,184.13,3.74,50.98,50.20,50.216,276.49,14.86,100.00,946,-0.122,1.001,14.52,-0.95,-0.012,1.000
32035,11.14,23.92,5.42,10,1.77,5872,0.00,0.00,0.8355,12.03,1.0000,23.95,20.50,3,3,0,2,2,4,2.00,14.51,-7.25,34.63,2.32,49.41,48.63,48.433,0.00,4.47,54.12,946,-2.930,1.001,14.52,-0.95,-0.012,1.000
32213,11.14,0.00,6.23,10,0.44,5455,0.00,0.00,0.8020,4.35,1.0000,23.95,4.00,3,3,0,2,2,4,0.00,14.51,-7.25,17.91,1.80,48.63,0.00,51.314,0.00,5.28,12.16,946,0.000,1.001,14.52,-0.95,-0.012,1.000
32392,12.52,0.00,6.61,10,0.19,5131,0.00,0.00,0.8025,0.00,1.0000,23.95,4.00,3,3,0,2,2,4,0.00,14.51,-7.25,13.91,1.74,51.76,0.00,52.764,0.00,5.66,11.37,946,0.000,1.001,14.52,-0.95,-0.012,1.000
32570,14.24,0.00,7.03,10,0.18,4818,0.00,0.00,0.8020,0.00,1.0000,23.95,4.00,2,3,0,2,2,4,0.00,14.51,-7.25,16.82,1.84,53.33,0.00,54.740,0.00,6.08,11.76,946,0.122,1.001,14.52,-0.95,-0.012,1.000
32749,18.15,0.00,7.46,10,0.21,4543,0.00,0.00,0.8000,0.00,1.0000,23.95,4.00,2,3,0,2,2,4,0.00,14.51,-7.25,16.59,1.82,55.29,0.00,56.229,0.00,6.36,12.16,946,0.000,1.001,14.52,-0.95,-0.012,1.000
32928,20.33,0.00,7.66,10,0.22,4021,0.00,0.00,0.8040,0.00,1.0000,23.95,4.00,2,3,0,2,2,4,0.00,14.51,-7.25,14.18,1.74,56.86,0.00,57.743,3.81,6.73,11.37,946,-0.122,1.001,14.52,-0.95,-0.012,1.000
33107,20.33,7.45,8.89,10,0.23,3726,0.00,0.00,0.8197,2.05,1.0000,28.72,27.50,2,3,0,2,2,4,0.00,14.51,-7.25,25.92,2.08,58.82,60.78,60.653,30.73,7.95,12.16,613,0.732,1.001,14.52,-0.95,-0.012,1.000
33286,20.33,9.02,8.61,10,0.38,3822,0.00,0.00,0.8235,2.82,1.0000,34.95,33.50,5,4,0,2,2,4,0.00,14.51,-7.25,20.87,1.94,61.18,61.18,61.102,25.54,7.67,15.69,613,-0.122,1.001,14.52,-0.94,-0.012,1.000
33465,20.33,14.12,11.79,10,0.36,3794,0.00,0.00,0.8225,2.82,1.0000,39.69,39.50,9,8,0,2,2,4,0.00,14.51,-7.25,42.31,2.40,60.78,60.78,60.583,106.45,10.84,16.47,758,1.221,1.001,14.52,-0.95,-0.012,1.000
33644,18.38,18.43,17.29,10,0.64,3855,0.00,0.00,0.8285,3.58,1.0000,39.11,39.00,11,10,0,2,2,4,0.00,14.51,-7.25,57.00,2.64,60.78,60.39,60.448,225.81,14.88,23.14,654,0.366,1.001,14.52,-0.95,-0.012,1.000
