Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
16627,14.47,0.00,-11.81,8,0.32,1026,0.00,0.00,0.8027,2.30,1.0000,16.27,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.22,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
16781,14.47,0.00,-11.79,8,0.32,1023,0.00,0.00,0.8020,2.30,1.0000,16.27,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.22,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
16935,14.47,0.00,-11.81,8,0.32,1020,0.00,0.00,0.8010,2.30,1.0000,16.26,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.22,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
17089,14.47,0.00,-11.79,8,0.32,1024,0.00,0.00,0.8027,2.30,1.0000,16.26,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.19,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
17244,14.59,0.00,-11.80,8,0.32,1013,0.00,0.00,0.8027,2.30,1.0000,16.26,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.16,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
17397,14.47,0.00,-11.80,8,0.32,1018,0.00,0.00,0.8027,2.30,1.0000,16.25,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.12,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
17550,14.47,0.00,-11.81,8,0.32,1010,0.00,0.00,0.8000,2.30,1.0000,16.25,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.16,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
17705,14.47,0.00,-11.80,8,0.32,1015,0.00,0.00,0.8050,2.30,1.0000,16.25,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.16,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
17859,14.47,0.00,-11.80,8,0.32,1018,0.00,0.00,0.8050,2.30,1.0000,16.25,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.16,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
18013,14.47,0.00,-11.81,8,0.32,1006,0.00,0.00,0.8050,2.30,1.0000,16.25,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.12,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
18168,14.47,0.00,-11.80,8,0.32,1012,0.00,0.00,0.8037,2.30,1.0000,16.24,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.12,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
18321,14.47,0.00,-11.80,8,0.32,1014,0.00,0.00,0.8027,2.30,1.0000,16.24,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.12,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
18475,14.47,0.00,-11.80,8,0.31,1019,0.00,0.00,0.8037,2.30,1.0000,16.23,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.12,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
18629,14.47,0.00,-11.80,8,0.31,1013,0.00,0.00,0.8027,2.30,1.0000,16.23,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.09,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
18783,14.47,0.00,-11.79,8,0.31,1008,0.00,0.00,0.8027,2.30,1.0000,16.23,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.09,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
18937,14.47,0.00,-11.80,8,0.31,1008,0.00,0.00,0.8037,2.30,1.0000,16.22,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.09,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
19091,14.47,0.00,-11.80,8,0.32,998,0.00,0.00,0.8007,2.30,1.0000,16.22,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.09,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
19245,14.47,0.00,-11.81,8,0.32,1011,0.00,0.00,0.8010,2.30,1.0000,16.21,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.06,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
19398,14.47,0.00,-11.81,8,0.31,1014,0.00,0.00,0.8050,2.30,1.0000,16.21,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.09,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.49,0,0.000
19553,14.47,0.00,-11.80,8,0.31,1012,0.00,0.00,0.8017,2.30,1.0000,16.20,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.03,1.28,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
19706,14.47,0.00,-11.79,8,0.31,1019,0.00,0.00,0.8017,2.30,1.0000,16.20,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.96,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
19860,14.36,0.00,-11.80,8,0.31,1006,0.00,0.00,0.8017,2.30,1.0000,16.20,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,5.00,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
20013,14.47,0.00,-11.80,8,0.31,1019,0.00,0.00,0.8117,2.30,1.0000,16.19,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.96,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
20168,14.47,0.00,-11.81,8,0.31,1000,0.00,0.00,0.8027,2.30,1.0000,16.19,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.00,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
20322,14.47,0.00,-11.79,8,0.31,998,0.00,0.00,0.8037,2.30,1.0000,16.18,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,5.00,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
20476,14.47,0.00,-11.79,8,0.31,1003,0.00,0.00,0.8007,2.30,1.0000,16.18,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.93,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
20629,14.47,0.00,-11.80,8,0.31,993,0.00,0.00,0.8017,2.30,1.0000,16.18,2.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.93,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
20784,14.59,0.00,-11.81,8,0.31,1010,0.00,0.00,0.8037,2.30,1.0000,16.17,-0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.93,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
20938,14.59,0.00,-11.80,8,0.31,1001,0.00,0.00,0.8017,2.30,1.0000,16.17,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.93,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
21092,14.47,0.00,-11.79,8,0.31,997,0.00,0.00,0.8067,2.30,1.0000,16.17,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.93,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
21246,14.47,0.00,-11.80,8,0.31,980,0.00,0.00,0.8017,2.30,1.0000,16.17,2.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.90,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
21399,14.47,0.00,-11.81,8,0.31,992,0.00,0.00,0.8037,2.30,1.0000,16.16,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.90,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
21553,14.59,0.00,-11.80,8,0.31,993,0.00,0.00,0.8050,2.30,1.0000,16.15,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.90,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
21708,14.59,0.00,-11.79,8,0.31,988,0.00,0.00,0.8027,2.30,1.0000,16.15,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.90,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
21862,14.47,0.00,-11.80,8,0.31,1000,0.00,0.00,0.8037,2.30,1.0000,16.15,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.87,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
22016,14.47,0.00,-11.80,8,0.31,980,0.00,0.00,0.7998,2.30,1.0000,16.15,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.87,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
22170,14.47,0.00,-11.80,8,0.31,992,0.00,0.00,0.8007,2.30,1.0000,16.15,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.87,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
22323,14.47,0.00,-11.81,8,0.31,989,0.00,0.00,0.8027,2.30,1.0000,16.14,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.84,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
22477,14.47,0.00,-11.80,8,0.31,992,0.00,0.00,0.8027,2.30,1.0000,16.14,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.84,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
22632,14.47,0.00,-11.79,8,0.31,984,0.00,0.00,0.8010,2.30,1.0000,16.13,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.84,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
22786,14.47,0.00,-11.79,8,0.31,988,0.00,0.00,0.8027,2.30,1.0000,16.13,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.84,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
22940,14.47,0.00,-11.79,8,0.31,964,0.00,0.00,0.8010,2.30,1.0000,16.13,2.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.80,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
23093,14.47,0.00,-11.81,8,0.31,985,0.00,0.00,0.8010,2.30,1.0000,16.12,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.80,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
23247,14.47,0.00,-11.80,8,0.31,973,0.00,0.00,0.8017,2.30,1.0000,16.12,2.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.80,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
23400,14.47,0.00,-11.79,8,0.31,990,0.00,0.00,0.8067,2.30,1.0000,16.12,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.80,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
23555,14.47,0.00,-11.80,8,0.31,965,0.00,0.00,0.8027,2.30,1.0000,16.11,2.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.80,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
23708,14.47,0.00,-11.80,8,0.31,978,0.00,0.00,0.8017,2.30,1.0000,16.11,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.77,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
23862,14.47,0.00,-11.80,8,0.31,968,0.00,0.00,0.8027,2.30,1.0000,16.10,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.77,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.000
24016,14.47,0.00,-11.80,8,0.31,971,0.00,0.00,0.8017,2.30,1.0000,16.10,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.74,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,5.10,0,0.122
24171,14.47,0.00,-11.79,8,0.31,967,0.00,0.00,0.8027,2.30,1.0000,16.10,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.74,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
24324,14.47,0.00,-11.80,8,0.31,974,0.00,0.00,0.8037,2.30,1.0000,16.09,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.74,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.122
24478,14.47,0.00,-11.79,8,0.31,964,0.00,0.00,0.8037,2.30,1.0000,16.08,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.74,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
24632,14.47,0.00,-11.80,8,0.30,975,0.00,0.00,0.8027,2.30,1.0000,16.08,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.74,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
24786,14.47,0.00,-11.80,8,0.31,954,0.00,0.00,0.8027,2.30,1.0000,16.08,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.74,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
24940,14.59,0.00,-11.80,8,0.31,965,0.00,0.00,0.8017,2.30,1.0000,16.07,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.71,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
25094,14.59,0.00,-11.79,8,0.31,954,0.00,0.00,0.8007,2.30,1.0000,16.07,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.71,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
25248,14.59,0.00,-11.80,8,0.31,965,0.00,0.00,0.8050,2.30,1.0000,16.07,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.71,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
25402,14.70,0.00,-11.80,8,0.31,959,0.00,0.00,0.8027,2.30,1.0000,16.06,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.71,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
25556,14.59,0.00,-11.79,8,0.31,962,0.00,0.00,0.8027,2.30,1.0000,16.06,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.71,1.26,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
25710,14.59,0.00,-11.80,8,0.30,957,0.00,0.00,0.8017,2.30,1.0000,16.06,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.68,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
25864,14.59,0.00,-11.79,8,0.30,957,0.00,0.00,0.8007,2.30,1.0000,16.05,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.64,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
26017,14.59,0.00,-11.81,8,0.30,964,0.00,0.00,0.8050,2.30,1.0000,16.05,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.64,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
26171,14.59,0.00,-11.79,8,0.30,957,0.00,0.00,0.8017,2.30,1.0000,16.05,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.64,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
26325,14.59,0.00,-11.80,8,0.30,966,0.00,0.00,0.8067,2.30,1.0000,16.05,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.64,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
26479,14.47,0.00,-11.81,8,0.30,958,0.00,0.00,0.7988,2.30,1.0000,16.05,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.64,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
26634,14.47,0.00,-11.80,8,0.30,959,0.00,0.00,0.8027,2.30,1.0000,16.04,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.64,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
26788,14.47,0.00,-11.81,8,0.30,950,0.00,0.00,0.8027,2.30,1.0000,16.03,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.61,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
26941,14.59,0.00,-11.80,8,0.30,960,0.00,0.00,0.8027,2.30,1.0000,16.03,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.61,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
27096,14.47,0.00,-11.79,8,0.30,958,0.00,0.00,0.8037,2.30,1.0000,16.02,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.61,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,-0.122
27249,14.47,0.00,-11.80,8,0.30,966,0.00,0.00,0.8027,2.30,1.0000,16.02,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.61,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
27403,14.47,0.00,-11.80,8,0.30,958,0.00,0.00,0.8017,2.30,1.0000,16.02,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.58,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
27557,14.47,0.00,-11.80,8,0.30,960,0.00,0.00,0.8037,2.30,1.0000,16.02,-0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.58,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
27711,14.47,0.00,-11.80,8,0.30,962,0.00,0.00,0.8037,2.30,1.0000,16.01,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.58,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
27865,14.47,0.00,-11.81,8,0.30,953,0.00,0.00,0.8050,2.30,1.0000,16.01,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.55,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
28020,14.47,0.00,-11.81,8,0.30,958,0.00,0.00,0.8027,2.30,1.0000,16.00,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.55,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
28173,14.47,0.00,-11.80,8,0.30,952,0.00,0.00,0.8037,2.30,1.0000,16.00,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.51,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
28327,14.47,0.00,-11.81,8,0.30,953,0.00,0.00,0.8010,2.30,1.0000,16.00,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.51,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
28482,14.47,0.00,-11.81,8,0.30,940,0.00,0.00,0.8037,2.30,1.0000,16.00,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.51,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
28635,14.47,0.00,-11.81,8,0.30,953,0.00,0.00,0.8080,2.30,1.0000,16.00,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.48,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
28789,14.47,0.00,-11.80,8,0.30,948,0.00,0.00,0.8017,2.30,1.0000,15.99,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.51,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
28944,14.47,0.00,-11.79,8,0.30,956,0.00,0.00,0.8037,2.30,1.0000,15.99,-0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.51,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
29096,14.47,0.00,-11.80,8,0.30,947,0.00,0.00,0.8037,2.30,1.0000,15.98,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.51,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
29251,14.47,0.00,-11.80,8,0.30,945,0.00,0.00,0.8037,2.30,1.0000,15.98,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.48,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
29404,14.47,0.00,-11.79,8,0.30,946,0.00,0.00,0.8010,2.30,1.0000,15.98,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.48,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
29559,14.47,0.00,-11.79,8,0.29,946,0.00,0.00,0.8017,2.30,1.0000,15.97,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.45,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,-0.122
29712,14.47,0.00,-11.81,8,0.29,952,0.00,0.00,0.8050,2.30,1.0000,15.97,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
29867,14.47,0.00,-11.81,8,0.29,949,0.00,0.00,0.8050,2.30,1.0000,15.97,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
30022,14.47,0.00,-11.79,8,0.29,950,0.00,0.00,0.8037,2.30,1.0000,16.31,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
30175,14.47,0.00,-11.79,8,0.29,939,0.00,0.00,0.8007,2.30,1.0000,15.97,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
30329,14.47,0.00,-11.80,8,0.29,940,0.00,0.00,0.8037,2.30,1.0000,15.96,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,-0.122
30483,14.59,0.00,-11.79,8,0.29,948,0.00,0.00,0.8037,2.30,1.0000,16.28,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
30637,14.47,0.00,-11.79,8,0.29,942,0.00,0.00,0.8010,2.30,1.0000,15.95,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
30790,14.47,0.00,-11.80,8,0.29,945,0.00,0.00,0.8080,2.30,1.0000,16.28,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.24,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
30945,14.59,0.00,-11.80,8,0.29,935,0.00,0.00,0.8037,2.30,1.0000,15.95,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
31098,14.47,0.00,-11.80,8,0.29,946,0.00,0.00,0.8027,2.30,1.0000,15.95,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.42,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
31252,14.59,0.00,-11.80,8,0.29,948,0.00,0.00,0.8050,2.30,1.0000,16.26,1.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.38,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
31407,14.47,0.00,-11.81,8,0.29,939,0.00,0.00,0.8037,2.30,1.0000,15.94,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.35,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
31560,14.47,0.00,-11.80,8,0.29,951,0.00,0.00,0.8060,2.30,1.0000,16.19,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.35,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
31715,14.47,0.00,-11.81,8,0.29,938,0.00,0.00,0.8050,2.30,1.0000,16.12,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
31868,14.47,0.00,-11.80,8,0.29,941,0.00,0.00,0.8037,2.30,1.0000,15.95,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
32022,14.36,0.00,-11.81,8,0.29,935,0.00,0.00,0.8060,2.30,1.0000,16.04,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
32177,14.36,0.00,-11.81,8,0.29,931,0.00,0.00,0.8060,2.30,1.0000,16.02,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
32331,14.36,0.00,-11.79,8,0.29,937,0.00,0.00,0.8100,2.30,1.0000,15.94,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
32484,14.36,0.00,-11.80,8,0.29,930,0.00,0.00,0.8037,2.30,1.0000,16.04,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
32638,14.47,0.00,-11.79,8,0.29,942,0.00,0.00,0.8017,2.30,1.0000,15.98,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
32792,14.47,0.00,-11.81,8,0.29,933,0.00,0.00,0.8050,2.30,1.0000,16.03,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.32,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
32946,14.36,0.00,-11.81,8,0.29,926,0.00,0.00,0.8037,2.30,1.0000,15.97,0.50,0,0,0,0,0,0,0.00,14.51,-7.25,4.29,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.000
33100,14.36,0.00,-11.80,8,0.29,944,0.00,0.00,0.8090,2.30,1.0000,15.96,0.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.29,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.71,0,0.122
33253,14.36,0.00,-11.80,8,0.29,923,0.00,0.00,0.8027,2.30,1.0000,15.89,1.00,0,0,0,0,0,0,0.00,14.51,-7.25,4.25,1.22,14.70,0.00,0.00,0.000,0.00,-12.78,4.31,0,0.000
