Time (msec),A/F Sensor #1 (AFR),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (4-byte)* (psi absolute),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Plate Opening Angle (4-byte)* (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
1099101,17.00,-11.83,8,0.19,1298,0.00,0.00,0.8037,1.79,1.0000,14.40,14.50,1,1,1,24,1,2,0.00,14.52,3.85,1.20,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,12,0.000
1099264,16.08,-11.83,8,0.18,1299,0.00,0.00,0.8105,1.79,1.0000,15.51,15.00,1,0,1,24,1,2,0.00,14.52,3.76,1.18,14.70,0.00,0.00,0.000,0.00,-12.78,0.00,12,0.000
1099427,15.04,-11.83,8,0.18,1291,0.00,0.00,0.8060,1.79,1.0000,14.19,15.00,1,0,1,24,1,2,0.00,14.52,3.79,1.18,14.70,0.00,0.00,0.000,1.50,-12.78,0.30,12,0.000
1099590,14.47,-11.78,8,0.18,1246,0.00,0.00,0.8037,1.79,1.0000,13.85,17.50,1,0,1,24,1,2,0.00,14.52,4.39,1.18,14.70,0.00,0.00,0.000,20.31,-12.78,1.94,12,0.000
1099752,14.36,-11.80,8,0.22,1211,0.00,0.00,0.8080,2.05,1.0000,13.64,13.50,1,1,1,24,1,2,0.00,14.52,5.95,1.32,14.70,0.00,0.00,0.000,32.83,-12.75,6.22,12,0.000
1099915,14.47,-11.76,8,0.26,1250,0.00,0.00,0.8155,2.30,1.0000,17.22,15.50,1,0,1,24,1,2,0.00,14.52,7.14,1.38,14.70,0.00,0.00,0.000,52.62,-12.74,9.30,12,0.732
1100078,14.59,-11.46,8,0.35,1276,0.00,0.00,0.8080,2.56,1.0000,24.80,21.50,1,0,1,24,1,2,0.00,14.52,11.79,1.58,14.70,0.00,0.00,0.000,94.78,-12.41,14.79,12,0.000
1100241,14.59,-11.65,8,0.47,1254,0.00,0.00,0.8155,3.33,1.0000,25.57,25.50,1,1,1,24,1,2,0.00,14.52,11.57,1.66,14.70,0.00,0.00,0.000,91.44,-12.52,14.18,12,0.000
1100404,13.90,-36.07,8,0.53,1349,0.00,0.00,0.8050,3.84,1.0000,25.71,26.00,1,1,1,24,1,2,0.00,14.52,19.95,1.70,14.70,0.00,0.00,0.000,147.96,-11.56,17.49,11,0.244
1100568,13.55,-8.79,8,0.78,1418,0.00,0.00,0.8060,5.12,1.0000,21.10,24.50,1,1,1,24,1,2,2.00,14.52,20.65,2.04,14.70,0.00,0.00,0.000,144.03,-9.55,19.08,11,0.000
1100730,12.86,-8.34,8,0.81,1489,0.00,0.00,0.8105,5.63,1.0000,21.08,23.50,1,1,1,24,1,2,3.00,14.52,20.72,1.96,14.70,0.00,0.00,0.000,147.82,-9.27,19.39,11,0.000
1100893,12.29,-7.73,8,0.79,1608,0.00,0.00,0.8050,4.86,1.0000,23.59,25.00,0,1,1,24,1,2,3.00,14.52,22.72,1.94,14.70,0.00,3.53,0.000,156.86,-9.31,19.39,11,0.000
1101056,13.44,-6.76,8,0.81,1731,0.00,0.00,0.8130,4.61,1.0000,24.73,27.00,0,1,1,24,1,2,3.00,14.52,24.72,2.02,14.70,7.84,11.37,8.030,158.99,-8.06,20.00,11,0.122
1101219,15.04,-6.24,8,0.83,1838,0.00,0.00,0.8180,4.61,1.0000,26.34,27.50,0,1,1,24,1,2,3.00,14.52,25.94,2.06,14.70,20.39,21.18,15.002,163.64,-7.51,20.92,11,-0.122
1101382,15.27,-5.40,8,0.81,1971,0.00,0.00,0.8050,4.86,1.0000,29.72,31.00,0,0,1,24,1,2,3.00,14.52,26.95,2.08,14.70,35.29,33.33,35.336,162.53,-6.79,20.61,11,0.000
1101545,14.36,-5.06,8,0.80,2061,0.00,0.00,0.8180,4.86,1.0000,31.22,32.50,0,0,1,24,1,2,2.50,14.52,27.90,2.12,14.70,46.67,36.47,43.542,160.58,-6.01,20.30,11,0.000
1101708,14.13,-2.14,8,0.81,2194,0.00,0.00,0.8280,4.61,1.0000,32.14,34.50,0,0,1,24,1,2,2.50,14.52,31.70,2.16,14.70,50.20,40.78,50.122,174.53,-4.01,22.14,11,-0.122
1101871,14.36,-1.65,8,0.80,2300,0.00,0.00,0.8080,4.61,1.0000,33.91,34.50,2,2,1,24,1,2,2.00,14.52,31.35,2.16,14.70,53.33,43.53,51.685,169.84,-2.60,20.61,11,0.244
1102034,14.70,0.76,8,0.85,2456,0.00,0.00,0.8230,4.61,1.0000,33.21,35.50,6,4,1,24,1,2,2.00,14.52,37.86,2.28,14.70,56.08,50.98,56.093,212.62,-0.90,23.38,11,0.610
1102197,15.04,4.08,8,0.93,2596,0.00,0.00,0.8155,5.12,1.0000,29.42,32.00,8,8,1,24,1,2,2.00,14.52,39.85,2.40,14.70,58.43,53.73,58.003,229.25,2.40,27.95,11,-0.122
1102360,13.90,5.80,8,0.91,2700,0.00,0.00,0.8155,5.12,1.0000,30.78,32.00,13,10,1,24,1,2,2.00,14.52,41.40,2.36,14.70,61.57,62.35,60.969,224.09,4.07,26.43,11,0.000
1102522,14.13,8.17,8,0.93,2812,0.00,0.00,0.8205,5.12,1.0000,30.43,32.00,16,14,1,24,1,2,2.00,14.52,41.11,2.40,14.70,63.14,63.92,62.255,228.39,6.15,26.73,11,0.000
1102686,14.24,9.97,8,0.90,2977,0.00,0.00,0.8130,5.12,1.0000,32.22,32.00,20,17,1,24,1,2,1.50,14.52,44.29,2.42,14.70,63.92,63.92,63.938,221.44,8.32,26.12,11,0.000
1102848,14.70,11.82,8,0.88,3100,0.00,0.00,0.8603,4.86,1.0000,32.56,33.00,23,20,1,24,1,2,0.50,14.51,46.62,2.44,14.70,63.92,63.92,63.938,224.05,10.44,26.42,11,0.122
1103011,15.04,13.53,8,0.92,3220,0.00,0.00,0.8155,5.12,1.0000,30.30,31.00,24,24,1,24,1,2,0.50,14.52,50.64,2.50,14.70,63.92,63.92,63.938,256.99,12.58,28.43,11,0.122
1103174,14.81,15.59,8,0.93,3346,0.00,0.00,0.8060,5.63,1.0000,29.42,29.00,23,25,1,24,1,2,0.00,14.52,52.88,2.56,14.70,63.14,63.14,63.316,249.32,14.28,29.18,11,0.122
1103337,14.70,16.27,8,0.94,3519,0.00,0.00,0.8180,5.63,1.0000,29.28,28.50,22,25,1,24,1,2,0.00,14.52,54.17,2.58,14.70,62.75,62.35,63.085,251.60,15.32,29.78,11,0.122
1103500,14.81,17.61,8,0.95,3614,0.00,0.00,0.8405,5.63,1.0000,28.48,29.00,21,22,1,24,1,2,0.00,14.52,59.20,2.62,14.70,62.35,61.57,62.169,261.95,16.23,33.64,11,0.122
1103663,14.24,17.67,8,0.96,3790,0.00,0.00,0.8255,5.89,1.0000,29.15,28.50,18,20,1,24,1,2,0.50,14.52,60.61,2.68,14.70,61.18,60.39,61.583,262.68,16.73,37.11,11,-0.122
1103826,13.90,17.67,8,0.96,3947,0.00,0.00,0.8180,5.38,1.0000,29.88,29.50,17,17,1,24,1,2,0.50,14.52,63.77,2.70,14.70,60.39,60.39,60.545,260.61,16.73,37.71,11,0.000
1103989,14.47,17.69,8,0.99,4049,0.00,0.00,0.8628,5.38,1.0000,29.52,30.00,15,14,1,24,1,2,0.50,14.52,70.38,2.76,14.70,59.61,59.22,60.180,282.32,16.73,43.10,11,0.244
1104152,14.81,17.67,8,1.06,4349,0.00,0.00,0.8180,6.14,1.0000,26.15,28.50,13,12,1,24,1,2,1.50,14.52,77.15,2.88,14.70,58.43,58.43,59.057,293.81,16.73,52.68,11,0.000
1104315,13.90,17.60,8,1.12,4436,0.00,0.00,0.8430,6.14,1.0000,23.37,26.00,11,10,1,24,1,2,2.00,14.52,82.80,2.94,14.70,58.04,57.25,58.270,292.89,16.73,51.78,11,0.244
1104478,13.90,17.50,10,1.15,4614,0.00,0.00,0.8728,6.66,1.0000,22.57,25.00,9,9,1,24,1,2,2.50,14.52,91.41,3.00,14.11,56.86,56.47,57.236,298.88,16.60,55.38,11,0.244
1104641,13.09,17.19,10,1.20,4807,0.00,0.00,0.8330,6.91,1.0000,22.19,25.50,8,8,1,24,1,2,3.00,14.52,99.14,3.10,13.35,56.08,55.29,56.077,306.25,16.32,65.26,11,0.000
1104804,12.40,16.96,10,1.25,4977,0.00,0.00,0.8355,7.42,1.0000,24.45,27.50,7,6,1,24,1,2,4.00,14.52,106.97,3.16,12.93,54.90,54.51,55.191,308.93,16.02,69.16,713,0.977
1104967,12.17,16.66,10,1.35,5220,0.00,0.00,0.8280,7.94,1.0000,24.33,29.00,6,5,1,24,1,2,5.00,14.52,123.63,3.28,12.38,53.73,52.94,53.898,316.39,15.79,82.64,946,3.296
1105130,11.25,16.49,10,1.49,5503,0.00,0.00,0.8230,8.96,1.0000,21.39,27.50,4,4,1,24,1,2,5.00,14.52,138.52,3.42,12.04,52.94,52.55,52.998,327.38,15.55,101.80,872,0.244
1105292,11.14,16.11,10,1.61,5735,0.00,0.00,0.8430,9.98,1.0000,17.81,24.00,4,4,1,24,1,2,5.00,14.52,158.75,3.56,11.52,51.76,50.98,51.776,336.65,15.27,111.68,872,0.000
1105455,11.14,15.95,10,1.75,6005,0.00,0.00,0.8330,11.26,1.0000,15.61,20.50,3,3,1,24,1,2,5.00,14.52,181.17,3.70,11.36,50.59,49.41,50.996,335.49,14.98,119.05,872,0.000
1105618,11.14,15.44,10,1.90,6201,0.00,0.00,0.8752,12.54,1.0000,15.45,19.50,3,3,1,24,1,2,4.50,14.52,204.36,3.82,10.94,49.41,48.24,49.232,306.21,14.67,119.05,872,-12.207
1105781,11.14,21.00,10,1.39,6232,0.00,0.00,0.8230,12.54,1.0000,23.95,27.50,3,3,1,24,1,2,4.00,14.52,57.16,3.80,10.88,47.84,0.00,48.303,0.00,13.74,0.00,872,-0.610
1105944,11.83,5.82,10,0.26,5812,0.00,0.00,0.8050,0.00,1.0000,23.95,4.00,3,3,1,24,1,2,0.00,14.52,19.31,1.80,13.43,50.20,0.00,49.818,0.00,4.80,0.00,872,0.000
1106107,13.32,6.25,10,0.18,5561,0.00,0.00,0.8355,0.00,1.0000,23.95,4.00,3,3,1,24,1,2,0.00,14.52,15.63,1.80,14.70,51.37,0.00,50.696,0.00,5.16,0.00,872,0.122
1106270,15.50,6.65,10,0.19,5039,0.00,0.00,0.8037,0.00,1.0000,23.95,4.00,3,3,1,24,1,2,0.00,14.52,16.74,1.80,14.70,53.73,0.00,52.521,0.00,5.45,0.00,872,0.000
1106433,20.10,7.68,10,0.23,4116,0.00,0.00,0.8105,0.00,1.0000,23.95,4.00,3,3,1,24,1,2,0.00,14.52,16.82,1.84,14.70,56.47,60.39,56.557,0.00,6.44,0.00,872,0.122
1106596,20.33,17.67,10,0.71,3884,0.00,0.00,0.8205,3.33,1.0000,27.77,27.00,2,2,1,24,1,2,0.00,14.52,69.58,2.56,14.70,60.78,60.39,60.468,272.51,4.18,35.03,859,0.366
1106759,19.41,17.67,10,1.03,4276,0.00,0.00,0.8305,6.40,1.0000,25.97,26.50,5,4,1,24,1,2,0.00,14.52,76.32,2.84,14.70,59.22,58.82,59.307,298.73,16.73,53.59,859,0.122
1106922,15.04,17.67,10,1.04,3960,0.00,0.00,0.8205,5.89,1.0000,26.75,27.50,9,8,1,24,1,2,2.00,14.52,66.63,2.82,14.70,60.00,60.00,58.883,298.18,16.73,52.99,679,0.488
1107085,13.90,17.67,8,1.15,4076,0.00,0.00,0.8130,6.14,1.0000,22.19,26.00,12,10,1,24,1,2,2.00,14.52,80.84,2.94,14.70,58.82,59.61,58.871,319.43,16.73,78.15,693,0.000
1107248,14.59,17.67,8,1.20,4334,0.00,0.00,0.8330,6.66,1.0000,20.78,24.50,12,10,1,24,1,2,3.00,14.52,89.90,2.96,14.70,59.22,58.82,59.657,327.14,16.73,81.45,765,1.831
1107411,13.44,17.67,10,1.27,4188,0.00,0.00,0.8305,7.17,1.0000,19.54,26.50,12,12,1,24,1,2,4.00,14.52,90.89,3.02,13.98,58.82,58.43,58.859,333.10,16.73,92.82,765,0.366
1107574,12.75,17.67,10,1.33,4337,0.00,0.00,0.8380,7.94,1.0000,18.18,26.50,11,11,1,24,1,2,4.50,14.52,95.87,3.10,13.34,58.04,58.04,58.415,332.22,16.73,93.72,765,-0.732
1107737,11.94,17.63,10,1.33,4465,0.00,0.00,0.8628,8.19,1.0000,18.72,23.50,10,9,1,24,1,2,4.50,14.52,96.94,3.10,12.56,57.65,57.65,58.062,311.78,16.73,73.64,765,-0.977
1107899,11.25,11.30,10,1.12,4516,0.00,0.00,0.8305,7.42,1.0000,25.04,24.50,9,9,1,24,1,2,4.50,14.52,65.23,2.98,12.66,57.65,0.00,57.663,92.95,16.71,22.05,765,-0.488
1108062,11.14,10.08,10,0.74,4543,0.00,0.00,0.8080,4.86,1.0000,34.47,33.50,9,9,1,24,1,2,0.00,14.52,44.94,2.56,14.70,57.65,0.00,57.534,51.67,9.77,0.00,765,-0.366
1108226,12.40,7.59,8,0.42,4452,0.00,0.00,0.8080,0.00,1.0000,30.82,13.00,2,6,1,24,1,2,0.00,14.52,18.04,2.18,14.70,57.25,0.00,57.243,0.00,7.78,0.00,765,-0.122
1108388,14.01,7.68,8,0.23,4290,0.00,0.00,0.8037,0.00,1.0000,25.12,7.50,2,3,1,24,1,2,0.00,14.52,14.53,1.76,14.70,57.65,0.00,57.753,0.00,6.73,0.00,765,0.000
1108550,17.11,7.68,10,0.20,4041,0.00,0.00,0.8017,0.00,1.0000,23.95,4.00,2,3,1,24,1,2,0.00,14.52,13.27,1.74,14.70,58.82,0.00,58.801,0.00,6.73,0.00,765,-0.122
1108713,20.33,7.68,10,0.19,3894,0.00,0.00,0.8060,0.00,1.0000,23.95,4.00,2,2,1,24,1,2,0.00,14.52,12.09,1.68,14.70,60.00,0.00,59.457,0.00,6.73,0.00,765,-0.122
1108876,20.33,7.68,10,0.19,3581,0.00,0.00,0.8155,0.00,1.0000,23.95,4.00,2,2,1,24,1,2,0.00,14.52,11.33,1.62,14.70,60.78,0.00,60.915,0.00,6.73,0.00,765,0.000
1109039,20.33,3.13,10,0.20,3128,0.00,0.00,0.8130,0.00,1.0000,23.95,4.00,1,2,1,24,1,2,0.00,14.52,10.62,1.60,14.70,63.14,0.00,62.464,0.00,4.51,0.00,765,-0.122
1109203,20.33,1.39,10,0.20,3058,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,9.26,1.58,14.70,63.92,0.00,63.938,0.00,0.31,0.00,765,0.000
1109365,20.33,2.86,10,0.18,3079,0.00,0.00,0.8505,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.53,1.52,14.70,63.92,0.00,63.938,0.00,1.90,0.00,765,0.000
1109528,20.33,2.62,10,0.16,3112,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.25,1.48,14.70,63.92,0.00,63.938,0.00,1.51,0.00,765,0.000
1109691,20.33,2.71,10,0.16,3092,0.00,0.00,0.8105,0.00,1.0000,23.95,24.00,2,2,1,24,1,2,0.00,14.52,8.25,1.48,14.70,63.92,0.00,63.938,0.00,1.37,0.00,765,0.000
1109854,20.33,2.57,10,0.16,3071,0.00,0.00,0.8530,0.00,1.0000,23.95,24.00,2,2,1,24,1,2,0.00,14.52,7.99,1.48,14.70,63.92,0.00,63.938,0.00,1.57,0.00,765,0.000
1110017,20.33,1.84,10,0.16,3065,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.62,1.46,14.70,63.92,0.00,63.938,0.00,1.30,0.00,765,0.000
1110180,20.33,2.44,10,0.16,3120,0.00,0.00,0.8230,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.48,1.48,14.70,63.92,0.00,63.938,0.00,1.49,0.00,765,0.000
1110343,20.33,2.26,10,0.16,3063,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,2,1,24,1,2,0.00,14.52,8.25,1.48,14.70,63.92,0.00,63.938,0.00,1.47,0.00,765,0.000
1110507,20.33,1.68,10,0.16,3060,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,2,1,24,1,2,0.00,14.52,8.33,1.48,14.70,63.92,0.00,63.938,0.00,0.73,0.00,765,0.000
1110669,20.33,1.53,10,0.16,3024,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,2,1,24,1,2,0.00,14.52,8.33,1.48,14.70,63.92,0.00,63.938,0.00,0.98,0.00,765,0.000
1110831,20.33,1.84,10,0.16,3020,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,2,1,24,1,2,0.00,14.52,8.25,1.48,14.70,63.92,0.00,63.938,0.00,0.92,0.00,765,0.000
1110994,20.33,1.34,10,0.16,3002,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.33,1.46,14.70,63.92,0.00,63.938,0.00,0.89,0.00,765,0.000
1111158,20.33,1.58,10,0.16,2962,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.25,1.46,14.70,63.92,0.00,63.938,0.00,0.67,0.00,765,0.000
1111320,20.33,1.25,10,0.16,2964,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.16,1.48,14.70,63.92,0.00,63.938,0.00,0.22,0.00,765,0.000
1111483,20.33,1.35,10,0.17,3050,0.00,0.00,0.8330,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.62,1.50,14.70,63.92,0.00,63.938,0.00,0.50,0.00,765,0.000
1111646,20.33,0.72,10,0.17,2976,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,8.25,1.48,14.70,63.92,0.00,63.938,0.00,-0.10,0.00,765,0.000
1111809,20.33,1.05,10,0.16,2963,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,8.29,1.46,14.70,63.92,0.00,63.938,0.00,0.27,0.00,765,0.000
1111972,20.33,0.64,10,0.17,2955,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.43,1.48,14.70,63.92,0.00,63.938,0.00,-0.31,0.00,765,0.000
1112135,20.33,0.87,10,0.17,2952,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.33,1.48,14.70,63.92,0.00,63.938,0.00,-0.15,0.00,765,0.000
1112298,20.33,0.68,10,0.17,2940,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.20,1.48,14.70,63.92,0.00,63.938,0.00,-0.26,0.00,765,0.000
1112461,20.33,-0.03,10,0.17,2986,0.00,0.00,0.8230,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.29,1.46,14.70,63.92,0.00,63.938,0.00,-0.90,0.00,765,0.000
1112624,20.33,0.37,10,0.17,2904,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,8.16,1.46,14.70,63.92,0.00,63.938,0.00,-0.72,0.00,765,0.000
1112787,20.33,-0.39,10,0.16,2889,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,10.20,1.46,14.70,63.92,0.00,63.938,0.00,-0.85,0.00,765,0.000
1112950,20.33,-0.84,10,0.16,2928,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.73,1.46,14.70,63.92,0.00,63.938,0.00,-1.69,0.00,765,0.000
1113113,20.33,-0.94,10,0.16,2818,0.00,0.00,0.8505,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.81,1.46,14.70,63.92,0.00,63.938,0.00,-1.82,0.00,765,0.000
1113277,20.33,-0.95,10,0.17,2852,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.90,1.46,14.70,63.92,0.00,63.938,0.00,-1.96,0.00,765,0.000
1113438,20.33,-1.13,10,0.17,2821,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,7.73,1.46,14.70,63.92,0.00,63.938,0.00,-2.03,0.00,765,0.000
1113602,20.33,-1.47,10,0.17,2855,0.00,0.00,0.8455,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-2.32,0.00,765,0.000
1113764,20.33,-1.81,10,0.17,2794,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.99,1.46,14.70,63.92,0.00,63.938,0.00,-2.76,0.00,765,0.000
1113927,20.33,-1.61,10,0.17,2816,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.81,1.46,14.70,63.53,0.00,63.648,0.00,-2.69,0.00,765,0.000
1114090,20.33,-1.51,10,0.17,2746,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.64,1.44,14.70,62.75,0.00,63.017,0.00,-2.45,0.00,765,0.000
1114253,20.33,-1.32,10,0.17,2711,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.51,1.44,14.70,62.35,0.00,62.358,0.00,-2.33,0.00,765,0.000
1114416,20.33,-1.25,10,0.17,2662,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.51,1.44,14.70,62.35,0.00,62.271,0.00,-2.27,0.00,765,0.000
1114579,20.33,-1.01,10,0.17,2631,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.29,1.44,14.70,61.18,0.00,61.607,0.00,-2.12,0.00,765,0.000
1114742,20.33,-0.92,10,0.17,2616,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.12,1.42,14.70,61.18,0.00,60.786,0.00,-1.95,0.00,765,0.000
1114905,20.33,-0.67,10,0.17,2584,0.00,0.00,0.8255,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,7.21,1.42,14.70,59.61,0.00,60.470,0.00,-1.81,0.00,765,0.000
1115068,20.33,-0.59,10,0.17,2548,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.87,1.40,14.70,59.61,0.00,59.773,0.00,-1.62,0.00,765,0.000
1115231,20.33,-0.46,10,0.16,2491,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.87,1.40,14.70,58.82,0.00,58.986,0.00,-1.41,0.00,765,0.000
1115393,20.33,-0.26,10,0.16,2460,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.95,1.40,14.70,58.04,0.00,58.089,0.00,-1.15,0.00,765,0.000
1115556,20.33,-0.06,10,0.16,2451,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.63,1.38,14.70,57.65,0.00,57.994,0.00,-1.01,0.00,765,0.000
1115719,20.33,0.05,10,0.16,2406,0.00,0.00,0.8130,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.59,1.40,14.70,56.86,0.00,56.925,0.00,-0.83,0.00,765,0.000
1115883,20.33,-0.70,10,0.16,2379,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.56,1.38,14.70,56.08,0.00,56.784,0.00,-1.65,0.00,765,0.000
1116046,20.33,-0.55,10,0.16,2340,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.44,1.38,14.70,56.08,0.00,56.178,0.00,-1.40,0.00,765,0.000
1116209,20.33,-1.57,10,0.16,2360,0.00,0.00,0.8255,1.79,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,6.28,1.38,14.70,55.29,0.00,54.766,0.00,-2.36,0.00,765,0.000
1116371,20.33,-2.86,10,0.17,2288,0.00,0.00,0.8130,0.00,1.0000,24.04,24.50,1,1,1,24,1,2,0.00,14.52,6.44,1.38,14.70,54.12,0.00,55.367,0.00,-2.35,0.00,765,0.000
1116534,20.33,-2.40,10,0.16,2309,0.00,0.00,0.8230,0.00,1.0000,24.20,24.00,1,1,1,24,1,2,0.00,14.52,6.32,1.36,14.70,53.73,0.00,53.849,0.00,-4.12,0.00,765,0.000
1116697,19.75,-4.35,10,0.16,2236,0.00,0.00,0.8155,0.00,1.0000,23.66,24.00,2,1,1,24,1,2,0.00,14.52,6.28,1.36,14.70,52.94,0.00,54.289,0.00,-3.60,0.00,765,0.000
1116860,18.60,-3.75,10,0.16,2252,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,5.99,1.34,14.70,53.33,0.00,53.202,0.00,-4.87,0.00,765,0.000
1117023,20.33,-5.06,10,0.16,2190,0.00,0.00,0.8155,0.00,1.0000,23.64,24.00,2,1,1,24,1,2,0.00,14.52,6.25,1.36,14.70,52.16,0.00,52.710,0.00,-6.01,0.00,765,0.000
1117186,20.33,-5.56,10,0.16,2224,0.00,0.00,0.8255,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,6.03,1.34,14.70,52.16,0.00,52.060,0.00,-6.20,0.00,765,0.000
1117349,20.33,-5.69,10,0.16,2205,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,2,1,1,24,1,2,0.00,14.52,5.99,1.36,14.70,51.76,0.00,52.221,0.00,-6.64,0.00,765,0.000
1117512,20.33,-6.16,10,0.16,2190,0.00,0.00,0.8155,0.00,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,5.88,1.32,14.70,51.37,0.00,51.270,0.00,-7.12,0.00,765,0.000
1117675,20.33,-7.01,10,0.16,2148,0.00,0.00,0.8180,0.00,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,5.77,1.34,14.70,50.59,0.00,50.802,0.00,-7.96,0.00,765,0.000
1117838,20.33,-7.91,10,0.16,2112,0.00,0.00,0.8255,0.00,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,5.99,1.34,14.70,49.80,0.00,49.746,0.00,-8.89,0.00,765,0.000
1118001,20.33,-8.96,10,0.16,2115,0.00,0.00,0.8205,0.00,1.0000,23.95,24.00,1,1,1,24,1,2,0.00,14.52,5.60,1.32,14.70,49.02,0.00,49.806,0.00,-9.64,0.00,765,0.000
